datetime,short_forcast,temperature,is_available
2020-08-28 14:45:00,Chance Showers And Thunderstorms,87,1
2020-08-28 15:00:00,Chance Showers And Thunderstorms,87,0
2020-08-28 15:15:00,Chance Showers And Thunderstorms,87,0
2020-08-28 15:30:00,Chance Showers And Thunderstorms,87,0
2020-08-28 15:45:00,Chance Showers And Thunderstorms,87,1
2020-08-28 16:00:00,Chance Showers And Thunderstorms,87,1
2020-08-28 16:15:00,Chance Showers And Thunderstorms,87,1
2020-08-28 16:30:00,Chance Showers And Thunderstorms,87,1
2020-08-28 16:45:00,Chance Showers And Thunderstorms,87,1
2020-08-28 17:00:00,Chance Showers And Thunderstorms,86,1
2020-08-28 17:15:00,Chance Showers And Thunderstorms,86,1
2020-08-28 17:30:00,Chance Showers And Thunderstorms,86,1
2020-08-28 17:45:00,Chance Showers And Thunderstorms,86,1
2020-08-28 18:00:00,Chance Showers And Thunderstorms,84,1
2020-08-28 18:15:00,Chance Showers And Thunderstorms,84,1
2020-08-28 18:30:00,Chance Showers And Thunderstorms,84,1
2020-08-28 18:45:00,Chance Showers And Thunderstorms,84,1
2020-08-28 19:00:00,Chance Showers And Thunderstorms,82,1
2020-08-28 19:15:00,Chance Showers And Thunderstorms,82,1
2020-08-28 19:30:00,Chance Showers And Thunderstorms,82,1
2020-08-28 19:45:00,Chance Showers And Thunderstorms,82,1
2020-08-28 20:00:00,Slight Chance Showers And Thunderstorms,80,1
2020-08-28 20:15:00,Slight Chance Showers And Thunderstorms,80,1
2020-08-28 20:30:00,Slight Chance Showers And Thunderstorms,80,1
2020-08-28 20:45:00,Slight Chance Showers And Thunderstorms,80,1
2020-08-28 21:00:00,Slight Chance Showers And Thunderstorms,79,1
2020-08-28 21:15:00,Slight Chance Showers And Thunderstorms,79,1
2020-08-28 21:30:00,Slight Chance Showers And Thunderstorms,79,1
2020-08-28 21:45:00,Slight Chance Showers And Thunderstorms,79,1
2020-08-28 22:00:00,Slight Chance Showers And Thunderstorms,77,1
2020-08-28 22:15:00,Slight Chance Showers And Thunderstorms,77,1
2020-08-28 22:30:00,Slight Chance Showers And Thunderstorms,77,1
2020-08-28 22:45:00,Slight Chance Showers And Thunderstorms,77,1
2020-08-28 23:00:00,Slight Chance Showers And Thunderstorms,76,1
2020-08-28 23:15:00,Slight Chance Showers And Thunderstorms,76,1
2020-08-28 23:30:00,Slight Chance Showers And Thunderstorms,76,1
2020-08-28 23:45:00,Slight Chance Showers And Thunderstorms,76,1
2020-08-31 00:15:00,Partly Cloudy,70,1
2020-08-31 00:30:00,Partly Cloudy,70,1
2020-08-31 00:45:00,Partly Cloudy,70,1
2020-08-31 00:00:00,Partly Cloudy,70,1
2020-08-31 01:00:00,Partly Cloudy,70,1
2020-08-31 01:15:00,Partly Cloudy,70,1
2020-08-31 01:30:00,Partly Cloudy,70,1
2020-08-31 01:45:00,Partly Cloudy,70,1
2020-08-31 02:00:00,Partly Cloudy,69,1
2020-08-31 02:15:00,Partly Cloudy,69,1
2020-08-31 02:30:00,Partly Cloudy,69,1
2020-08-31 02:45:00,Partly Cloudy,69,1
2020-08-31 03:00:00,Partly Cloudy,69,1
2020-08-31 03:15:00,Partly Cloudy,69,1
2020-08-31 03:30:00,Partly Cloudy,69,1
2020-08-31 03:45:00,Partly Cloudy,69,1
2020-08-31 04:00:00,Mostly Cloudy,68,1
2020-08-31 04:15:00,Mostly Cloudy,68,1
2020-08-31 04:30:00,Mostly Cloudy,68,1
2020-08-31 04:45:00,Mostly Cloudy,68,1
2020-08-31 05:00:00,Mostly Cloudy,68,1
2020-08-31 05:15:00,Mostly Cloudy,68,1
2020-08-31 05:30:00,Mostly Cloudy,68,1
2020-08-31 05:45:00,Mostly Cloudy,68,1
2020-08-31 06:00:00,Partly Sunny,68,1
2020-08-31 06:15:00,Partly Sunny,68,1
2020-08-31 06:30:00,Partly Sunny,68,1
2020-08-31 06:45:00,Partly Sunny,68,1
2020-08-31 07:00:00,Mostly Cloudy,68,1
2020-08-31 07:15:00,Mostly Cloudy,68,1
2020-08-31 07:30:00,Mostly Cloudy,68,1
2020-08-31 07:45:00,Mostly Cloudy,68,1
2020-08-31 08:00:00,Mostly Cloudy,69,1
2020-08-31 08:15:00,Mostly Cloudy,69,1
2020-08-31 08:30:00,Mostly Cloudy,69,1
2020-08-31 08:45:00,Mostly Cloudy,69,1
2020-08-31 09:00:00,Mostly Cloudy,72,1
2020-08-31 09:15:00,Mostly Cloudy,72,1
2020-08-31 09:30:00,Mostly Cloudy,72,1
2020-08-31 09:45:00,Mostly Cloudy,72,1
2020-08-31 10:00:00,Mostly Cloudy,74,0
2020-08-31 10:15:00,Mostly Cloudy,74,0
2020-08-31 10:30:00,Mostly Cloudy,74,0
2020-08-31 10:45:00,Mostly Cloudy,74,1
2020-08-31 11:00:00,Slight Chance Rain Showers,76,1
2020-08-31 11:15:00,Slight Chance Rain Showers,76,1
2020-08-31 11:30:00,Slight Chance Rain Showers,76,1
2020-08-31 11:45:00,Slight Chance Rain Showers,76,0
2020-08-31 12:00:00,Slight Chance Rain Showers,78,0
2020-08-31 12:15:00,Slight Chance Rain Showers,78,1
2020-08-31 12:30:00,Slight Chance Rain Showers,78,1
2020-08-31 12:45:00,Slight Chance Rain Showers,78,1
2020-08-31 13:00:00,Slight Chance Rain Showers,79,1
2020-08-31 13:15:00,Slight Chance Rain Showers,79,1
2020-08-31 13:30:00,Slight Chance Rain Showers,79,1
2020-08-31 13:45:00,Slight Chance Rain Showers,79,1
2020-08-31 14:00:00,Chance Showers And Thunderstorms,80,1
2020-08-31 14:15:00,Chance Showers And Thunderstorms,80,1
2020-08-31 14:30:00,Chance Showers And Thunderstorms,80,1
2020-08-31 14:45:00,Chance Showers And Thunderstorms,80,1
2020-08-31 15:00:00,Chance Showers And Thunderstorms,80,1
2020-08-31 15:15:00,Chance Showers And Thunderstorms,80,1
2020-08-31 15:30:00,Chance Showers And Thunderstorms,80,1
2020-08-31 15:45:00,Chance Showers And Thunderstorms,80,1
2020-08-31 16:00:00,Chance Showers And Thunderstorms,79,1
2020-08-31 16:15:00,Chance Showers And Thunderstorms,79,1
2020-08-31 16:30:00,Chance Showers And Thunderstorms,79,1
2020-08-31 16:45:00,Chance Showers And Thunderstorms,79,1
2020-08-31 17:00:00,Chance Showers And Thunderstorms,79,1
2020-08-31 17:15:00,Chance Showers And Thunderstorms,79,1
2020-08-31 17:30:00,Chance Showers And Thunderstorms,79,1
2020-08-31 17:45:00,Chance Showers And Thunderstorms,79,1
2020-08-31 18:00:00,Chance Showers And Thunderstorms,77,1
2020-08-31 18:15:00,Chance Showers And Thunderstorms,77,1
2020-08-31 18:30:00,Chance Showers And Thunderstorms,77,1
2020-08-31 18:45:00,Chance Showers And Thunderstorms,77,1
2020-08-31 19:00:00,Chance Showers And Thunderstorms,76,1
2020-08-31 19:15:00,Chance Showers And Thunderstorms,76,1
2020-08-31 19:30:00,Chance Showers And Thunderstorms,76,1
2020-08-31 19:45:00,Chance Showers And Thunderstorms,76,1
2020-08-31 20:00:00,Showers And Thunderstorms Likely,74,1
2020-08-31 20:15:00,Showers And Thunderstorms Likely,74,1
2020-08-31 20:30:00,Showers And Thunderstorms Likely,74,1
2020-08-31 20:45:00,Showers And Thunderstorms Likely,74,1
2020-08-31 21:00:00,Showers And Thunderstorms Likely,73,1
2020-08-31 21:15:00,Showers And Thunderstorms Likely,73,1
2020-08-31 21:30:00,Showers And Thunderstorms Likely,73,1
2020-08-31 21:45:00,Showers And Thunderstorms Likely,73,1
2020-08-31 22:00:00,Showers And Thunderstorms Likely,72,1
2020-08-31 22:15:00,Showers And Thunderstorms Likely,72,1
2020-08-31 22:30:00,Showers And Thunderstorms Likely,72,1
2020-08-31 22:45:00,Showers And Thunderstorms Likely,72,1
2020-08-31 23:00:00,Showers And Thunderstorms Likely,72,1
2020-08-31 23:15:00,Showers And Thunderstorms Likely,72,1
2020-08-31 23:30:00,Showers And Thunderstorms Likely,72,1
2020-08-31 23:45:00,Showers And Thunderstorms Likely,72,1
2020-09-01 00:15:00,Patchy Fog,71,1
2020-09-01 00:30:00,Patchy Fog,71,1
2020-09-01 00:45:00,Patchy Fog,71,1
2020-09-01 00:00:00,Patchy Fog,71,1
2020-09-01 01:00:00,Patchy Fog,71,1
2020-09-01 01:15:00,Patchy Fog,71,1
2020-09-01 01:30:00,Patchy Fog,71,1
2020-09-01 01:45:00,Patchy Fog,71,1
2020-09-01 02:00:00,Patchy Fog,71,1
2020-09-01 02:15:00,Patchy Fog,71,1
2020-09-01 02:30:00,Patchy Fog,71,1
2020-09-01 02:45:00,Patchy Fog,71,1
2020-09-01 03:00:00,Patchy Fog,71,1
2020-09-01 03:15:00,Patchy Fog,71,1
2020-09-01 03:30:00,Patchy Fog,71,1
2020-09-01 03:45:00,Patchy Fog,71,1
2020-09-01 04:00:00,Patchy Fog,71,1
2020-09-01 04:15:00,Patchy Fog,71,1
2020-09-01 04:30:00,Patchy Fog,71,1
2020-09-01 04:45:00,Patchy Fog,71,1
2020-09-01 05:00:00,Patchy Fog,71,1
2020-09-01 05:15:00,Patchy Fog,71,1
2020-09-01 05:30:00,Patchy Fog,71,1
2020-09-01 05:45:00,Patchy Fog,71,1
2020-09-01 06:00:00,Patchy Fog,70,1
2020-09-01 06:15:00,Patchy Fog,70,1
2020-09-01 06:30:00,Patchy Fog,70,1
2020-09-01 06:45:00,Patchy Fog,70,1
2020-09-01 07:00:00,Patchy Fog,70,1
2020-09-01 07:15:00,Patchy Fog,70,1
2020-09-01 07:30:00,Patchy Fog,70,1
2020-09-01 07:45:00,Patchy Fog,70,1
2020-09-01 08:00:00,Chance Rain Showers,71,1
2020-09-01 08:15:00,Chance Rain Showers,71,1
2020-09-01 08:30:00,Chance Rain Showers,71,1
2020-09-01 08:45:00,Chance Rain Showers,71,1
2020-09-01 09:00:00,Chance Rain Showers,73,1
2020-09-01 09:15:00,Chance Rain Showers,73,1
2020-09-01 09:30:00,Chance Rain Showers,73,1
2020-09-01 09:45:00,Chance Rain Showers,73,1
2020-09-01 10:00:00,Chance Rain Showers,75,0
2020-09-01 10:15:00,Chance Rain Showers,75,0
2020-09-01 10:30:00,Chance Rain Showers,75,0
2020-09-01 10:45:00,Chance Rain Showers,75,1
2020-09-01 11:00:00,Chance Rain Showers,77,1
2020-09-01 11:15:00,Chance Rain Showers,77,1
2020-09-01 11:30:00,Chance Rain Showers,77,1
2020-09-01 11:45:00,Chance Rain Showers,77,1
2020-09-01 12:00:00,Chance Rain Showers,79,1
2020-09-01 12:15:00,Chance Rain Showers,79,1
2020-09-01 12:30:00,Chance Rain Showers,79,1
2020-09-01 12:45:00,Chance Rain Showers,79,1
2020-09-01 13:00:00,Chance Rain Showers,80,0
2020-09-01 13:15:00,Chance Rain Showers,80,0
2020-09-01 13:30:00,Chance Rain Showers,80,0
2020-09-01 13:45:00,Chance Rain Showers,80,0
2020-09-01 14:00:00,Chance Showers And Thunderstorms,81,0
2020-09-01 14:15:00,Chance Showers And Thunderstorms,81,1
2020-09-01 14:30:00,Chance Showers And Thunderstorms,81,1
2020-09-01 14:45:00,Chance Showers And Thunderstorms,81,1
2020-09-01 15:00:00,Chance Showers And Thunderstorms,81,1
2020-09-01 15:15:00,Chance Showers And Thunderstorms,81,1
2020-09-01 15:30:00,Chance Showers And Thunderstorms,81,1
2020-09-01 15:45:00,Chance Showers And Thunderstorms,81,1
2020-09-01 16:00:00,Chance Showers And Thunderstorms,81,0
2020-09-01 16:15:00,Chance Showers And Thunderstorms,81,0
2020-09-01 16:30:00,Chance Showers And Thunderstorms,81,0
2020-09-01 16:45:00,Chance Showers And Thunderstorms,81,1
2020-09-01 17:00:00,Chance Showers And Thunderstorms,80,1
2020-09-01 17:15:00,Chance Showers And Thunderstorms,80,1
2020-09-01 17:30:00,Chance Showers And Thunderstorms,80,1
2020-09-01 17:45:00,Chance Showers And Thunderstorms,80,1
2020-09-01 18:00:00,Chance Showers And Thunderstorms,79,1
2020-09-01 18:15:00,Chance Showers And Thunderstorms,79,1
2020-09-01 18:30:00,Chance Showers And Thunderstorms,79,1
2020-09-01 18:45:00,Chance Showers And Thunderstorms,79,1
2020-09-01 19:00:00,Chance Showers And Thunderstorms,77,1
2020-09-01 19:15:00,Chance Showers And Thunderstorms,77,1
2020-09-01 19:30:00,Chance Showers And Thunderstorms,77,1
2020-09-01 19:45:00,Chance Showers And Thunderstorms,77,1
2020-09-01 20:00:00,Slight Chance Rain Showers,76,1
2020-09-01 20:15:00,Slight Chance Rain Showers,76,1
2020-09-01 20:30:00,Slight Chance Rain Showers,76,1
2020-09-01 20:45:00,Slight Chance Rain Showers,76,1
2020-09-01 21:00:00,Slight Chance Rain Showers,75,1
2020-09-01 21:15:00,Slight Chance Rain Showers,75,1
2020-09-01 21:30:00,Slight Chance Rain Showers,75,1
2020-09-01 21:45:00,Slight Chance Rain Showers,75,1
2020-09-01 22:00:00,Slight Chance Rain Showers,74,1
2020-09-01 22:15:00,Slight Chance Rain Showers,74,1
2020-09-01 22:30:00,Slight Chance Rain Showers,74,1
2020-09-01 22:45:00,Slight Chance Rain Showers,74,1
2020-09-01 23:00:00,Slight Chance Rain Showers,74,1
2020-09-01 23:15:00,Slight Chance Rain Showers,74,1
2020-09-01 23:30:00,Slight Chance Rain Showers,74,1
2020-09-01 23:45:00,Slight Chance Rain Showers,74,1
2020-09-02 00:15:00,Slight Chance Rain Showers,74,1
2020-09-02 00:30:00,Slight Chance Rain Showers,74,1
2020-09-02 00:45:00,Slight Chance Rain Showers,74,1
2020-09-02 00:00:00,Slight Chance Rain Showers,74,1
2020-09-02 01:00:00,Patchy Fog,74,1
2020-09-02 01:15:00,Patchy Fog,74,1
2020-09-02 01:30:00,Patchy Fog,74,1
2020-09-02 01:45:00,Patchy Fog,74,1
2020-09-02 02:00:00,Patchy Fog,74,1
2020-09-02 02:15:00,Patchy Fog,74,1
2020-09-02 02:30:00,Patchy Fog,74,1
2020-09-02 02:45:00,Patchy Fog,74,1
2020-09-02 03:00:00,Patchy Fog,73,1
2020-09-02 03:15:00,Patchy Fog,73,1
2020-09-02 03:30:00,Patchy Fog,73,1
2020-09-02 03:45:00,Patchy Fog,73,1
2020-09-02 04:00:00,Patchy Fog,73,1
2020-09-02 04:15:00,Patchy Fog,73,1
2020-09-02 04:30:00,Patchy Fog,73,1
2020-09-02 04:45:00,Patchy Fog,73,1
2020-09-02 05:00:00,Patchy Fog,73,1
2020-09-02 05:15:00,Patchy Fog,73,1
2020-09-02 05:30:00,Patchy Fog,73,1
2020-09-02 05:45:00,Patchy Fog,73,1
2020-09-02 06:00:00,Patchy Fog,73,1
2020-09-02 06:15:00,Patchy Fog,73,1
2020-09-02 06:30:00,Patchy Fog,73,1
2020-09-02 06:45:00,Patchy Fog,73,1
2020-09-02 07:00:00,Patchy Fog,73,1
2020-09-02 07:15:00,Patchy Fog,73,1
2020-09-02 07:30:00,Patchy Fog,73,1
2020-09-02 07:45:00,Patchy Fog,73,1
2020-09-02 08:00:00,Chance Rain Showers,74,1
2020-09-02 08:15:00,Chance Rain Showers,74,1
2020-09-02 08:30:00,Chance Rain Showers,74,1
2020-09-02 08:45:00,Chance Rain Showers,74,1
2020-09-02 09:00:00,Chance Rain Showers,76,0
2020-09-02 09:15:00,Chance Rain Showers,76,0
2020-09-02 09:30:00,Chance Rain Showers,76,0
2020-09-02 09:45:00,Chance Rain Showers,76,0
2020-09-02 10:00:00,Chance Rain Showers,79,0
2020-09-02 10:15:00,Chance Rain Showers,79,0
2020-09-02 10:30:00,Chance Rain Showers,79,0
2020-09-02 10:45:00,Chance Rain Showers,79,0
2020-09-02 11:00:00,Chance Rain Showers,82,0
2020-09-02 11:15:00,Chance Rain Showers,82,1
2020-09-02 11:30:00,Chance Rain Showers,82,1
2020-09-02 11:45:00,Chance Rain Showers,82,1
2020-09-02 12:00:00,Chance Rain Showers,85,1
2020-09-02 12:15:00,Chance Rain Showers,85,1
2020-09-02 12:30:00,Chance Rain Showers,85,0
2020-09-02 12:45:00,Chance Rain Showers,85,0
2020-09-02 13:00:00,Chance Rain Showers,87,0
2020-09-02 13:15:00,Chance Rain Showers,87,0
2020-09-02 13:30:00,Chance Rain Showers,87,0
2020-09-02 13:45:00,Chance Rain Showers,87,1
2020-09-02 14:00:00,Slight Chance Showers And Thunderstorms,88,1
2020-09-02 14:15:00,Slight Chance Showers And Thunderstorms,88,1
2020-09-02 14:30:00,Slight Chance Showers And Thunderstorms,88,1
2020-09-02 14:45:00,Slight Chance Showers And Thunderstorms,88,1
2020-09-02 15:00:00,Slight Chance Showers And Thunderstorms,89,1
2020-09-02 15:15:00,Slight Chance Showers And Thunderstorms,89,1
2020-09-02 15:30:00,Slight Chance Showers And Thunderstorms,89,1
2020-09-02 15:45:00,Slight Chance Showers And Thunderstorms,89,1
2020-09-02 16:00:00,Slight Chance Showers And Thunderstorms,90,1
2020-09-02 16:15:00,Slight Chance Showers And Thunderstorms,90,1
2020-09-02 16:30:00,Slight Chance Showers And Thunderstorms,90,1
2020-09-02 16:45:00,Slight Chance Showers And Thunderstorms,90,1
2020-09-02 17:00:00,Chance Showers And Thunderstorms,89,0
2020-09-02 17:15:00,Chance Showers And Thunderstorms,89,0
2020-09-02 17:30:00,Chance Showers And Thunderstorms,89,0
2020-09-02 17:45:00,Chance Showers And Thunderstorms,89,1
2020-09-02 18:00:00,Chance Showers And Thunderstorms,87,1
2020-09-02 18:15:00,Chance Showers And Thunderstorms,87,1
2020-09-02 18:30:00,Chance Showers And Thunderstorms,87,1
2020-09-02 18:45:00,Chance Showers And Thunderstorms,87,1
2020-09-02 19:00:00,Chance Showers And Thunderstorms,85,1
2020-09-02 19:15:00,Chance Showers And Thunderstorms,85,1
2020-09-02 19:30:00,Chance Showers And Thunderstorms,85,1
2020-09-02 19:45:00,Chance Showers And Thunderstorms,85,1
2020-09-02 20:00:00,Chance Showers And Thunderstorms,82,1
2020-09-02 20:15:00,Chance Showers And Thunderstorms,82,1
2020-09-02 20:30:00,Chance Showers And Thunderstorms,82,1
2020-09-02 20:45:00,Chance Showers And Thunderstorms,82,1
2020-09-02 21:00:00,Chance Showers And Thunderstorms,80,1
2020-09-02 21:15:00,Chance Showers And Thunderstorms,80,1
2020-09-02 21:30:00,Chance Showers And Thunderstorms,80,1
2020-09-02 21:45:00,Chance Showers And Thunderstorms,80,1
2020-09-02 22:00:00,Chance Showers And Thunderstorms,79,1
2020-09-02 22:15:00,Chance Showers And Thunderstorms,79,1
2020-09-02 22:30:00,Chance Showers And Thunderstorms,79,1
2020-09-02 22:45:00,Chance Showers And Thunderstorms,79,1
2020-09-02 23:00:00,Chance Rain Showers,79,1
2020-09-02 23:15:00,Chance Rain Showers,79,1
2020-09-02 23:30:00,Chance Rain Showers,79,1
2020-09-02 23:45:00,Chance Rain Showers,79,1
2020-09-03 00:15:00,Slight Chance Showers And Thunderstorms,79,1
2020-09-03 00:30:00,Slight Chance Showers And Thunderstorms,79,1
2020-09-03 00:45:00,Slight Chance Showers And Thunderstorms,79,1
2020-09-03 00:00:00,Slight Chance Showers And Thunderstorms,79,1
2020-09-03 01:00:00,Slight Chance Showers And Thunderstorms,78,1
2020-09-03 01:15:00,Slight Chance Showers And Thunderstorms,78,1
2020-09-03 01:30:00,Slight Chance Showers And Thunderstorms,78,1
2020-09-03 01:45:00,Slight Chance Showers And Thunderstorms,78,1
2020-09-03 02:00:00,Mostly Clear,77,1
2020-09-03 02:15:00,Mostly Clear,77,1
2020-09-03 02:30:00,Mostly Clear,77,1
2020-09-03 02:45:00,Mostly Clear,77,1
2020-09-03 03:00:00,Mostly Clear,77,1
2020-09-03 03:15:00,Mostly Clear,77,1
2020-09-03 03:30:00,Mostly Clear,77,1
2020-09-03 03:45:00,Mostly Clear,77,1
2020-09-03 04:00:00,Mostly Clear,76,1
2020-09-03 04:15:00,Mostly Clear,76,1
2020-09-03 04:30:00,Mostly Clear,76,1
2020-09-03 04:45:00,Mostly Clear,76,1
2020-09-03 05:00:00,Mostly Clear,76,1
2020-09-03 05:15:00,Mostly Clear,76,1
2020-09-03 05:30:00,Mostly Clear,76,1
2020-09-03 05:45:00,Mostly Clear,76,1
2020-09-03 06:00:00,Sunny,75,1
2020-09-03 06:15:00,Sunny,75,1
2020-09-03 06:30:00,Sunny,75,1
2020-09-03 06:45:00,Sunny,75,1
2020-09-03 07:00:00,Sunny,75,1
2020-09-03 07:15:00,Sunny,75,1
2020-09-03 07:30:00,Sunny,75,1
2020-09-03 07:45:00,Sunny,75,1
2020-09-03 08:00:00,Sunny,76,1
2020-09-03 08:15:00,Sunny,76,1
2020-09-03 08:30:00,Sunny,76,1
2020-09-03 08:45:00,Sunny,76,1
2020-09-03 09:00:00,Sunny,79,1
2020-09-03 09:15:00,Sunny,79,1
2020-09-03 09:30:00,Sunny,79,1
2020-09-03 09:45:00,Sunny,79,1
2020-09-03 10:00:00,Sunny,83,0
2020-09-03 10:15:00,Sunny,83,0
2020-09-03 10:30:00,Sunny,83,0
2020-09-03 10:45:00,Sunny,83,1
2020-09-03 11:00:00,Sunny,87,1
2020-09-03 11:15:00,Sunny,87,1
2020-09-03 11:30:00,Sunny,87,1
2020-09-03 11:45:00,Sunny,87,1
2020-09-03 12:00:00,Sunny,90,1
2020-09-03 12:15:00,Sunny,90,1
2020-09-03 12:30:00,Sunny,90,1
2020-09-03 12:45:00,Sunny,90,1
2020-09-03 13:00:00,Sunny,92,1
2020-09-03 13:15:00,Sunny,92,1
2020-09-03 13:30:00,Sunny,92,1
2020-09-03 13:45:00,Sunny,92,1
2020-09-03 14:00:00,Sunny,94,0
2020-09-03 14:15:00,Sunny,94,0
2020-09-03 14:30:00,Sunny,94,0
2020-09-03 14:45:00,Sunny,94,0
2020-09-03 15:00:00,Sunny,95,0
2020-09-03 15:15:00,Sunny,95,1
2020-09-03 15:30:00,Sunny,95,1
2020-09-03 15:45:00,Sunny,95,1
2020-09-03 16:00:00,Sunny,95,1
2020-09-03 16:15:00,Sunny,95,1
2020-09-03 16:30:00,Sunny,95,1
2020-09-03 16:45:00,Sunny,95,1
2020-09-03 17:00:00,Chance Showers And Thunderstorms,95,0
2020-09-03 17:15:00,Chance Showers And Thunderstorms,95,0
2020-09-03 17:30:00,Chance Showers And Thunderstorms,95,0
2020-09-03 17:45:00,Chance Showers And Thunderstorms,95,0
2020-09-03 18:00:00,Chance Showers And Thunderstorms,92,0
2020-09-03 18:15:00,Chance Showers And Thunderstorms,92,1
2020-09-03 18:30:00,Chance Showers And Thunderstorms,92,1
2020-09-03 18:45:00,Chance Showers And Thunderstorms,92,1
2020-09-03 19:00:00,Chance Showers And Thunderstorms,89,1
2020-09-03 19:15:00,Chance Showers And Thunderstorms,89,1
2020-09-03 19:30:00,Chance Showers And Thunderstorms,89,1
2020-09-03 19:45:00,Chance Showers And Thunderstorms,89,1
2020-09-03 20:00:00,Chance Showers And Thunderstorms,86,1
2020-09-03 20:15:00,Chance Showers And Thunderstorms,86,1
2020-09-03 20:30:00,Chance Showers And Thunderstorms,86,1
2020-09-03 20:45:00,Chance Showers And Thunderstorms,86,1
2020-09-03 21:00:00,Chance Showers And Thunderstorms,84,1
2020-09-03 21:15:00,Chance Showers And Thunderstorms,84,1
2020-09-03 21:30:00,Chance Showers And Thunderstorms,84,1
2020-09-03 21:45:00,Chance Showers And Thunderstorms,84,1
2020-09-03 22:00:00,Chance Showers And Thunderstorms,82,1
2020-09-03 22:15:00,Chance Showers And Thunderstorms,82,1
2020-09-03 22:30:00,Chance Showers And Thunderstorms,82,1
2020-09-03 22:45:00,Chance Showers And Thunderstorms,82,1
2020-09-03 23:00:00,Partly Cloudy,80,1
2020-09-03 23:15:00,Partly Cloudy,80,1
2020-09-03 23:30:00,Partly Cloudy,80,1
2020-09-03 23:45:00,Partly Cloudy,80,1
2020-09-04 00:15:00,Partly Cloudy,81,1
2020-09-04 00:30:00,Partly Cloudy,81,1
2020-09-04 00:45:00,Partly Cloudy,81,1
2020-09-04 00:00:00,Partly Cloudy,81,1
2020-09-04 01:00:00,Partly Cloudy,80,1
2020-09-04 01:15:00,Partly Cloudy,80,1
2020-09-04 01:30:00,Partly Cloudy,80,1
2020-09-04 01:45:00,Partly Cloudy,80,1
2020-09-04 02:00:00,Mostly Clear,79,1
2020-09-04 02:15:00,Mostly Clear,79,1
2020-09-04 02:30:00,Mostly Clear,79,1
2020-09-04 02:45:00,Mostly Clear,79,1
2020-09-04 03:00:00,Mostly Clear,78,1
2020-09-04 03:15:00,Mostly Clear,78,1
2020-09-04 03:30:00,Mostly Clear,78,1
2020-09-04 03:45:00,Mostly Clear,78,1
2020-09-04 04:00:00,Mostly Clear,77,1
2020-09-04 04:15:00,Mostly Clear,77,1
2020-09-04 04:30:00,Mostly Clear,77,1
2020-09-04 04:45:00,Mostly Clear,77,1
2020-09-04 05:00:00,Mostly Clear,77,1
2020-09-04 05:15:00,Mostly Clear,77,1
2020-09-04 05:30:00,Mostly Clear,77,1
2020-09-04 05:45:00,Mostly Clear,77,1
2020-09-04 06:00:00,Sunny,76,1
2020-09-04 06:15:00,Sunny,76,1
2020-09-04 06:30:00,Sunny,76,1
2020-09-04 06:45:00,Sunny,76,1
2020-09-04 07:00:00,Sunny,75,1
2020-09-04 07:15:00,Sunny,75,1
2020-09-04 07:30:00,Sunny,75,1
2020-09-04 07:45:00,Sunny,75,1
2020-09-04 08:00:00,Sunny,76,1
2020-09-04 08:15:00,Sunny,76,1
2020-09-04 08:30:00,Sunny,76,1
2020-09-04 08:45:00,Sunny,76,1
2020-09-04 09:00:00,Sunny,80,1
2020-09-04 09:15:00,Sunny,80,1
2020-09-04 09:30:00,Sunny,80,1
2020-09-04 09:45:00,Sunny,80,1
2020-09-04 10:00:00,Sunny,82,1
2020-09-04 10:15:00,Sunny,82,1
2020-09-04 10:30:00,Sunny,82,1
2020-09-04 10:45:00,Sunny,82,1
2020-09-04 11:00:00,Sunny,85,0
2020-09-04 11:15:00,Sunny,85,0
2020-09-04 11:30:00,Sunny,85,0
2020-09-04 11:45:00,Sunny,85,1
2020-09-04 12:00:00,Sunny,87,1
2020-09-04 12:15:00,Sunny,87,1
2020-09-04 12:30:00,Sunny,87,1
2020-09-04 12:45:00,Sunny,87,1
2020-09-04 13:00:00,Sunny,89,1
2020-09-04 13:15:00,Sunny,89,1
2020-09-04 13:30:00,Sunny,89,0
2020-09-04 13:45:00,Sunny,89,0
2020-09-04 14:00:00,Slight Chance Showers And Thunderstorms,89,0
2020-09-04 14:15:00,Slight Chance Showers And Thunderstorms,89,1
2020-09-04 14:30:00,Slight Chance Showers And Thunderstorms,89,0
2020-09-04 14:45:00,Slight Chance Showers And Thunderstorms,89,0
2020-09-04 15:00:00,Slight Chance Showers And Thunderstorms,89,0
2020-09-04 15:15:00,Slight Chance Showers And Thunderstorms,89,0
2020-09-04 15:30:00,Slight Chance Showers And Thunderstorms,89,0
2020-09-04 15:45:00,Slight Chance Showers And Thunderstorms,89,1
2020-09-04 16:00:00,Slight Chance Showers And Thunderstorms,90,0
2020-09-04 16:15:00,Slight Chance Showers And Thunderstorms,90,0
2020-09-04 16:30:00,Slight Chance Showers And Thunderstorms,90,0
2020-09-04 16:45:00,Slight Chance Showers And Thunderstorms,90,1
2020-09-04 17:00:00,Slight Chance Showers And Thunderstorms,89,1
2020-09-04 17:15:00,Slight Chance Showers And Thunderstorms,89,1
2020-09-04 17:30:00,Slight Chance Showers And Thunderstorms,89,1
2020-09-04 17:45:00,Slight Chance Showers And Thunderstorms,89,1
2020-09-04 18:00:00,Slight Chance Showers And Thunderstorms,88,1
2020-09-04 18:15:00,Slight Chance Showers And Thunderstorms,88,1
